alg,fid,dim,iter,err
EAO,7,10,106,39.26614992587463
EAO,7,10,107,39.26614992587463
EAO,7,10,108,39.26614992587463
EAO,7,10,109,39.26614992587463
EAO,7,10,110,39.26614992587463
EAO,7,10,111,39.26614992587463
EAO,7,10,112,39.26614992587463
EAO,7,10,113,38.9269777133801
EAO,7,10,114,38.9269777133801
EAO,7,10,115,38.9269777133801
EAO,7,10,116,38.9269777133801
EAO,7,10,117,38.9269777133801
EAO,7,10,118,38.9269777133801
EAO,7,10,119,38.9269777133801
EAO,7,10,120,38.9269777133801
EAO,7,10,121,38.9269777133801
EAO,7,10,122,38.9269777133801
EAO,7,10,123,38.9269777133801
EAO,7,10,124,38.9269777133801
EAO,7,10,125,38.9269777133801
EAO,7,10,126,38.89142633194933
EAO,7,10,127,38.42398356702165
EAO,7,10,128,38.42398356702165
EAO,7,10,129,38.42398356702165
EAO,7,10,130,38.42398356702165
EAO,7,10,131,38.42398356702165
EAO,7,10,132,38.17149013373921
EAO,7,10,133,38.17149013373921
EAO,7,10,134,37.942128468728015
EAO,7,10,135,37.942128468728015
EAO,7,10,136,37.942128468728015
EAO,7,10,137,37.942128468728015
EAO,7,10,138,37.942128468728015
EAO,7,10,139,37.66724936638843
EAO,7,10,140,37.66724936638843
EAO,7,10,141,37.66724936638843
EAO,7,10,142,37.66724936638843
EAO,7,10,143,37.4503641626485
EAO,7,10,144,36.75543330092546
EAO,7,10,145,36.75543330092546
EAO,7,10,146,36.75543330092546
EAO,7,10,147,36.45057182005928
EAO,7,10,148,36.45057182005928
EAO,7,10,149,36.45057182005928
EAO,7,10,150,36.45057182005928
EAO,7,10,151,35.717461751492465
EAO,7,10,152,35.717461751492465
EAO,7,10,153,35.717461751492465
EAO,7,10,154,35.717461751492465
EAO,7,10,155,35.717461751492465
EAO,7,10,156,35.717461751492465
EAO,7,10,157,35.717461751492465
EAO,7,10,158,35.717461751492465
EAO,7,10,159,35.717461751492465
EAO,7,10,160,35.717461751492465
EAO,7,10,161,35.717461751492465
EAO,7,10,162,35.717461751492465
EAO,7,10,163,35.717461751492465
EAO,7,10,164,35.717461751492465
EAO,7,10,165,35.717461751492465
EAO,7,10,166,34.991136386357766
EAO,7,10,167,34.991136386357766
EAO,7,20,1,7082.744457530804
EAO,7,20,2,5320.067863385868
EAO,7,20,3,4832.212652504582
EAO,7,20,4,4273.607818314342
EAO,7,20,5,3647.309254356377
EAO,7,20,6,3117.2176647786982
EAO,7,20,7,2969.060024539292
EAO,7,20,8,2838.863619246424
EAO,7,20,9,2426.9111912213707
EAO,7,20,10,2313.602629014795
EAO,7,20,11,2117.0598876802624
EAO,7,20,12,2024.5113807683788
EAO,7,20,13,1935.8316601087988
EAO,7,20,14,1859.13958916487
EAO,7,20,15,1644.8332204570863
EAO,7,20,16,1633.1533194563463
EAO,7,20,17,1583.8041808258479
EAO,7,20,18,1243.4127608954936
EAO,7,20,19,1176.2051136405346
EAO,7,20,20,1137.4289459436877
EAO,7,20,21,1119.9430973006274
EAO,7,20,22,1051.408012729772
EAO,7,20,23,1043.1751285030455
EAO,7,20,24,983.0134128532043
EAO,7,20,25,950.6505320697822
EAO,7,20,26,832.1658164246105
EAO,7,20,27,780.7281873933316
EAO,7,20,28,711.2468662417668
EAO,7,20,29,687.9192971171237
EAO,7,20,30,622.5259474168117
EAO,7,20,31,575.1392808625874
EAO,7,20,32,543.0926088689719
EAO,7,20,33,529.1298069783652
EAO,7,20,34,529.1298069783652
EAO,7,20,35,471.05586372764105
EAO,7,20,36,434.2204610058511
EAO,7,20,37,424.8067736086625
EAO,7,20,38,424.8067736086625
EAO,7,20,39,420.60019045848844
EAO,7,20,40,420.60019045848844
EAO,7,20,41,420.60019045848844
EAO,7,20,42,395.98144557919886
EAO,7,20,43,353.80372094838094
EAO,7,20,44,338.85488126802215
EAO,7,20,45,305.4750506938906
EAO,7,20,46,291.886694048412
EAO,7,20,47,278.10563024456064
EAO,7,20,48,273.9392556294174
EAO,7,20,49,273.9392556294174
EAO,7,20,50,267.82553783022195
EAO,7,20,51,253.4755865702889
EAO,7,20,52,224.51377984690998
EAO,7,20,53,224.51377984690998
EAO,7,20,54,222.15747517360091
EAO,7,20,55,217.69621543420976
EAO,7,20,56,214.24149725679672
EAO,7,20,57,196.14604255313202
EAO,7,20,58,189.8205719761711
EAO,7,20,59,187.17412147497566
EAO,7,20,60,181.7588528407723
EAO,7,20,61,173.4217621517996
EAO,7,20,62,173.4217621517996
EAO,7,20,63,173.4217621517996
EAO,7,20,64,173.4217621517996
EAO,7,20,65,171.55738589457974
EAO,7,20,66,154.17135446141106
EAO,7,20,67,154.17135446141106
EAO,7,20,68,143.45577843816295
EAO,7,20,69,140.30832199215047
EAO,7,20,70,135.64634367735516
EAO,7,20,71,130.9501474029296
EAO,7,20,72,125.88255018409268
EAO,7,20,73,118.8646638059995
EAO,7,20,74,118.8646638059995
EAO,7,20,75,118.8646638059995
EAO,7,20,76,116.603129481942
EAO,7,20,77,110.16878544652468
EAO,7,20,78,107.50382418143022
EAO,7,20,79,107.50382418143022
EAO,7,20,80,107.50382418143022
EAO,7,20,81,105.49196298570428
EAO,7,20,82,102.77335978342057
EAO,7,20,83,101.17213021413909
EAO,7,20,84,101.17213021413909
EAO,7,20,85,101.17213021413909
EAO,7,20,86,97.23987816242084
EAO,7,20,87,97.23987816242084
EAO,7,20,88,97.23987816242084
EAO,7,20,89,93.59184271961612
EAO,7,20,90,90.54839370130094
EAO,7,20,91,88.17654944510878
EAO,7,20,92,88.17654944510878
EAO,7,20,93,84.17751895596075
EAO,7,20,94,83.36478903866441
EAO,7,20,95,82.74230843339092
EAO,7,20,96,82.74230843339092
EAO,7,20,97,81.08902177698974
EAO,7,20,98,80.68555413550757
EAO,7,20,99,74.57219162169258
EAO,7,20,100,74.57219162169258
EAO,7,20,101,74.57219162169258
EAO,7,20,102,74.57219162169258
EAO,7,20,103,74.57219162169258
EAO,7,20,104,74.57219162169258
EAO,7,20,105,74.57219162169258
EAO,7,20,106,74.57219162169258
EAO,7,20,107,69.69704813046496
EAO,7,20,108,69.69704813046496
EAO,7,20,109,69.69704813046496
EAO,7,20,110,69.69704813046496
EAO,7,20,111,69.69704813046496
EAO,7,20,112,69.69704813046496
EAO,7,20,113,69.69704813046496
EAO,7,20,114,69.69704813046496
EAO,7,20,115,69.69704813046496
EAO,7,20,116,69.69704813046496
EAO,7,20,117,69.20130887952041
EAO,7,20,118,68.81109965554742
EAO,7,20,119,65.58432158021219
EAO,7,20,120,65.58432158021219
EAO,7,20,121,65.58432158021219
EAO,7,20,122,63.02315029616807
EAO,7,20,123,63.02315029616807
EAO,7,20,124,63.02315029616807
EAO,7,20,125,62.53591750823057
EAO,7,20,126,62.53591750823057
EAO,7,20,127,62.53591750823057
EAO,7,20,128,62.53591750823057
EAO,7,20,129,62.53591750823057
EAO,7,20,130,61.35837491146344
EAO,7,20,131,61.35837491146344
EAO,7,20,132,61.35837491146344
EAO,7,20,133,61.35837491146344
EAO,7,20,134,61.35837491146344
EAO,7,20,135,61.35837491146344
EAO,7,20,136,61.35837491146344
EAO,7,20,137,61.35837491146344
EAO,7,20,138,61.35837491146344
EAO,7,20,139,61.35837491146344
EAO,7,20,140,61.35837491146344
EAO,7,20,141,61.35837491146344
EAO,7,20,142,61.35837491146344
EAO,7,20,143,61.35837491146344
EAO,7,20,144,61.35837491146344
EAO,7,20,145,61.291759170109344
EAO,7,20,146,61.291759170109344
EAO,7,20,147,61.291759170109344
EAO,7,20,148,61.291759170109344
EAO,7,20,149,59.948065944252676
EAO,7,20,150,59.948065944252676
EAO,7,20,151,59.948065944252676
EAO,7,20,152,59.948065944252676
EAO,7,20,153,59.948065944252676
EAO,7,20,154,59.948065944252676
EAO,7,20,155,59.948065944252676
EAO,7,20,156,59.948065944252676
EAO,7,20,157,59.948065944252676
EAO,7,20,158,58.636784429114414
EAO,7,20,159,58.636784429114414
EAO,7,20,160,58.636784429114414
EAO,7,20,161,58.636784429114414
EAO,7,20,162,58.636784429114414
EAO,7,20,163,58.636784429114414
EAO,7,20,164,57.59985565065426
EAO,7,20,165,57.59985565065426
EAO,7,20,166,57.59985565065426
EAO,7,20,167,57.59985565065426
EAO,12,10,1,253.63472150913117
EAO,12,10,2,241.1153198469201
EAO,12,10,3,238.659098855278
EAO,12,10,4,218.23492243786131
EAO,12,10,5,217.71695520055687
EAO,12,10,6,214.1328177315154
EAO,12,10,7,209.69799956240422
EAO,12,10,8,205.23685513526675
EAO,12,10,9,198.10953662899033
EAO,12,10,10,198.10953662899033
EAO,12,10,11,196.52826430379878
EAO,12,10,12,194.92073209333557
EAO,12,10,13,187.9306598989042
EAO,12,10,14,186.31034260753813
EAO,12,10,15,183.29460966315628
EAO,12,10,16,182.82951000330968
EAO,12,10,17,182.1371418257354
EAO,12,10,18,178.86504199011256
EAO,12,10,19,178.48550893906076
EAO,12,10,20,178.48550893906076
EAO,12,10,21,176.89850302303648
EAO,12,10,22,175.56338363447458
EAO,12,10,23,175.319953459177
EAO,12,10,24,175.09056216530894
EAO,12,10,25,174.2327063472576
EAO,12,10,26,173.396267453855
EAO,12,10,27,172.90615338346174
EAO,12,10,28,172.48328678397343
EAO,12,10,29,171.84556730286
EAO,12,10,30,171.81625103798592
EAO,12,10,31,171.61696781131013
EAO,12,10,32,170.8661822290228
EAO,12,10,33,170.69071379275647
EAO,12,10,34,170.69071379275647
EAO,12,10,35,170.55500485586435
EAO,12,10,36,170.22360222834368
EAO,12,10,37,170.1309854901465
EAO,12,10,38,169.88278767994507
EAO,12,10,39,169.84405217599328
EAO,12,10,40,169.49312755291567
EAO,12,10,41,169.2346975702494
EAO,12,10,42,169.0746549625169
EAO,12,10,43,168.86862418133865
EAO,12,10,44,168.69420519441974
EAO,12,10,45,168.69420519441974
EAO,12,10,46,168.52726476659495
EAO,12,10,47,168.40931958239958
EAO,12,10,48,168.2957033355758
EAO,12,10,49,168.1196389382976
EAO,12,10,50,168.08509638845294
EAO,12,10,51,167.96930533359887
EAO,12,10,52,167.7199169440462
EAO,12,10,53,167.6803176088406
EAO,12,10,54,167.5558513531155
EAO,12,10,55,167.49094308564486
EAO,12,10,56,167.44929975267496
EAO,12,10,57,167.39484836363795
EAO,12,10,58,167.3601892021527
EAO,12,10,59,167.29546737358078
EAO,12,10,60,167.25526113716728
EAO,12,10,61,167.13969689486703
EAO,12,10,62,167.10574771978963
EAO,12,10,63,167.0157437945943
EAO,12,10,64,166.97210826089395
EAO,12,10,65,166.93289016807375
EAO,12,10,66,166.93289016807375
EAO,12,10,67,166.86645209993708
EAO,12,10,68,166.72331431303337
EAO,12,10,69,166.72331431303337
EAO,12,10,70,166.6893440789729
EAO,12,10,71,166.68530916605505
EAO,12,10,72,166.65118335196803
EAO,12,10,73,166.61531417063725
EAO,12,10,74,166.60460034291964
EAO,12,10,75,166.6006441340819
EAO,12,10,76,166.5923031760551
EAO,12,10,77,166.57805331856275
EAO,12,10,78,166.5568517015313
EAO,12,10,79,166.5442359499491
EAO,12,10,80,166.5442359499491
EAO,12,10,81,166.52025254834825
EAO,12,10,82,166.51635867821983
EAO,12,10,83,166.50121900372915
EAO,12,10,84,166.4914537677564
EAO,12,10,85,166.48127026855877
EAO,12,10,86,166.4806608383908
EAO,12,10,87,166.47899474085216
EAO,12,10,88,166.47399969698472
EAO,12,10,89,166.45994386280722
EAO,12,10,90,166.45802403895345
EAO,12,10,91,166.45082461549646
EAO,12,10,92,166.44878815389416
EAO,12,10,93,166.4485309958211
EAO,12,10,94,166.41795050441806
EAO,12,10,95,166.41587508779116
EAO,12,10,96,166.4113422629773
EAO,12,10,97,166.40947770202524
EAO,12,10,98,166.40699173183089
EAO,12,10,99,166.4061204119214
EAO,12,10,100,166.40300380914914
EAO,12,10,101,166.40200147955534
EAO,12,10,102,166.4004516375444
EAO,12,10,103,166.38743743713144
EAO,12,10,104,166.38573078108448
EAO,12,10,105,166.3842283275069
EAO,12,10,106,166.38395944934678
EAO,12,10,107,166.3838443637369
EAO,12,10,108,166.3834312414308
EAO,12,10,109,166.3830555903396
EAO,12,10,110,166.38276788791654
EAO,12,10,111,166.38229986617648
EAO,12,10,112,166.38209597256582
EAO,12,10,113,166.38145548964917
EAO,12,10,114,166.381382718341
EAO,12,10,115,166.38122263559353
EAO,12,10,116,166.38111592154337
EAO,12,10,117,166.38096475891552
EAO,12,10,118,166.38069769515005
EAO,12,10,119,166.3805513122602
EAO,12,10,120,166.3804431435708
EAO,12,10,121,166.38009972450573
EAO,12,10,122,166.3799541805647
EAO,12,10,123,166.37982430046486
EAO,12,10,124,166.3797103701213
EAO,12,10,125,166.37963055302794
EAO,12,10,126,166.3795540604292
EAO,12,10,127,166.37946839585493
EAO,12,10,128,166.3792873086702
EAO,12,10,129,166.3792183841765
EAO,12,10,130,166.37920766789148
EAO,12,10,131,166.37917361081213
EAO,12,10,132,166.3791644541618
EAO,12,10,133,166.3790273662994
EAO,12,10,134,166.3790036088294
EAO,12,10,135,166.3789991535116
EAO,12,10,136,166.3789867509654
EAO,12,10,137,166.3782144306972
EAO,12,10,138,166.37795325928892
EAO,12,10,139,166.37721113414864
EAO,12,10,140,166.3769346516051
EAO,12,10,141,166.37675018380105
EAO,12,10,142,166.3767421090347
EAO,12,10,143,166.37673231281155
EAO,12,10,144,166.3767261454982
EAO,12,10,145,166.37671937354253
EAO,12,10,146,166.3767104890053
EAO,12,10,147,166.37670910383372
EAO,12,10,148,166.37666575962862
EAO,12,10,149,166.3766135686501
EAO,12,10,150,166.37660087191966
EAO,12,10,151,166.37656847986773
EAO,12,10,152,166.37656311913747
EAO,12,10,153,166.37654951067998
EAO,12,10,154,166.37654294742038
EAO,12,10,155,166.3765149748083
EAO,12,10,156,166.37650838868763
EAO,12,10,157,166.37648129588683
EAO,12,10,158,166.37647184284856
EAO,12,10,159,166.37645484595623
EAO,12,10,160,166.3764416326926
EAO,12,10,161,166.37642934145265
EAO,12,10,162,166.37642474203562
EAO,12,10,163,166.37640884222037
EAO,12,10,164,166.37640003851675
EAO,12,10,165,166.37639997034557
EAO,12,10,166,166.37639781780626
EAO,12,10,167,166.3763961026516
EAO,12,20,1,926.1756609176439
EAO,12,20,2,844.1607581344751
EAO,12,20,3,830.8732151423303
EAO,12,20,4,750.998365548232
EAO,12,20,5,673.2225876596394
EAO,12,20,6,639.6124802611571
EAO,12,20,7,620.9310277563573
EAO,12,20,8,577.6403854527503
EAO,12,20,9,570.2504874625324
EAO,12,20,10,559.7107357910977
EAO,12,20,11,541.0821022472976
EAO,12,20,12,538.4936518035497
EAO,12,20,13,515.422877102525
EAO,12,20,14,479.60112595830424
EAO,12,20,15,462.9347411202489
EAO,12,20,16,461.3370929274422
EAO,12,20,17,451.10904441327784
EAO,12,20,18,434.69687924291384
EAO,12,20,19,425.4260746923999
EAO,12,20,20,412.4993795591963
EAO,12,20,21,399.7956491003529
EAO,12,20,22,397.07324904694906
EAO,12,20,23,394.45904548997305
EAO,12,20,24,383.72163458076943
EAO,12,20,25,378.4605505343461
EAO,12,20,26,372.93682301504236
EAO,12,20,27,371.77410765729246
EAO,12,20,28,362.25493300759103
EAO,12,20,29,354.7665581685794
EAO,12,20,30,351.43279481966624
EAO,12,20,31,348.10473280110295
EAO,12,20,32,346.3145618562585
EAO,12,20,33,342.82898673401564
EAO,12,20,34,340.4768034487447
EAO,12,20,35,338.8565112133299
EAO,12,20,36,332.24830695223636
EAO,12,20,37,331.1307390390584
EAO,12,20,38,325.1439922978359
EAO,12,20,39,324.4373370057349
EAO,12,20,40,312.90568610090463
EAO,12,20,41,310.31502204071535
EAO,12,20,42,309.16165658754676
EAO,12,20,43,309.16165658754676
EAO,12,20,44,309.16165658754676
EAO,12,20,45,306.87891767662586
EAO,12,20,46,305.20279580983674
EAO,12,20,47,303.76447836980856
EAO,12,20,48,302.0127774024895
EAO,12,20,49,300.7397654747299
EAO,12,20,50,300.7397654747299
EAO,12,20,51,300.19003296934216
EAO,12,20,52,297.6243756640001
EAO,12,20,53,296.54813657567456
EAO,12,20,54,294.8036043573404
EAO,12,20,55,294.41943672837056
EAO,12,20,56,294.41943672837056
EAO,12,20,57,293.3059693671137
EAO,12,20,58,292.9927247666328
EAO,12,20,59,292.9927247666328
EAO,12,20,60,292.9927247666328
EAO,12,20,61,292.9927247666328
EAO,12,20,62,289.83613518317543
EAO,12,20,63,288.9779599806752
EAO,12,20,64,288.9779599806752
EAO,12,20,65,288.893428484113
EAO,12,20,66,287.91325052265825
EAO,12,20,67,287.58432514189667
EAO,12,20,68,285.7237489610011
EAO,12,20,69,285.340999261834
EAO,12,20,70,283.74151953928845
EAO,12,20,71,283.6655037884675
EAO,12,20,72,282.9768114527117
EAO,12,20,73,281.85482900639386
EAO,12,20,74,280.3923978378016
EAO,12,20,75,280.3923978378016
EAO,12,20,76,280.3923978378016
EAO,12,20,77,280.38727557658194
EAO,12,20,78,279.9161748538488
EAO,12,20,79,279.53851308330354
EAO,12,20,80,279.42483619635595
EAO,12,20,81,279.05939838397785
EAO,12,20,82,278.849505649074
EAO,12,20,83,278.3579372478316
EAO,12,20,84,278.1955862924906
EAO,12,20,85,277.7014567403421
EAO,12,20,86,276.02722725557237
EAO,12,20,87,274.597055423822
EAO,12,20,88,274.597055423822
EAO,12,20,89,274.11026279631415
EAO,12,20,90,273.85054655118984
EAO,12,20,91,273.7340252289989
EAO,12,20,92,273.645606120763
EAO,12,20,93,273.612136829644
EAO,12,20,94,273.55785967303495
EAO,12,20,95,273.5378341713358
EAO,12,20,96,273.4837964040737
EAO,12,20,97,273.37327601480547
EAO,12,20,98,273.3396017855023
EAO,12,20,99,273.21811770456816
EAO,12,20,100,273.1444248492935
EAO,12,20,101,273.08743911286274
EAO,12,20,102,272.92772540003944
EAO,12,20,103,272.89082287988276
EAO,12,20,104,272.8782301243457
EAO,12,20,105,272.82062216041663
EAO,12,20,106,272.78249954716057
EAO,12,20,107,272.7548651967511
EAO,12,20,108,272.7483107795608
EAO,12,20,109,272.70098812082483
EAO,12,20,110,272.68506201394916
EAO,12,20,111,272.6534788815925
EAO,12,20,112,272.65218129801406
EAO,12,20,113,272.6268810533288
EAO,12,20,114,272.61789508430775
EAO,12,20,115,272.5914304845012
EAO,12,20,116,272.5781779535798
EAO,12,20,117,272.5651951561747
EAO,12,20,118,272.5407410302464
EAO,12,20,119,272.5230468575535
EAO,12,20,120,272.4975681019166
EAO,12,20,121,272.4785305173359
EAO,12,20,122,272.4509526497616
EAO,12,20,123,272.44652240392907
EAO,12,20,124,272.4293814318801
EAO,12,20,125,272.4158244147468
EAO,12,20,126,272.34395385142716
EAO,12,20,127,272.261533497576
EAO,12,20,128,272.17887159103134
EAO,12,20,129,272.1252505822881
EAO,12,20,130,272.0754908253971
EAO,12,20,131,272.0465849910852
EAO,12,20,132,272.0009580992155
EAO,12,20,133,271.98561868389856
EAO,12,20,134,271.9428665824473
EAO,12,20,135,271.91716344923816
EAO,12,20,136,271.89906035918875
EAO,12,20,137,271.88551082058825
EAO,12,20,138,271.88068240568055
EAO,12,20,139,271.8743608767352
EAO,12,20,140,271.8687915063051
EAO,12,20,141,271.8664952752133
EAO,12,20,142,271.86140921071865
EAO,12,20,143,271.8559924671697
EAO,12,20,144,271.8506514453327
EAO,12,20,145,271.8458319099368
EAO,12,20,146,271.8427236207285
EAO,12,20,147,271.8308983033171
EAO,12,20,148,271.81952147906077
EAO,12,20,149,271.78918387092676
EAO,12,20,150,271.76400097008377
EAO,12,20,151,271.73254475169324
EAO,12,20,152,271.71910200757657
EAO,12,20,153,271.6934409305193
EAO,12,20,154,271.6794817999712
EAO,12,20,155,271.6750393185282
EAO,12,20,156,271.67258600035757
EAO,12,20,157,271.6646507482433
EAO,12,20,158,271.66096765370867
EAO,12,20,159,271.65730805121507
EAO,12,20,160,271.6553762310598
EAO,12,20,161,271.6546218767339
EAO,12,20,162,271.64910075872353
EAO,12,20,163,271.64899125931925
EAO,12,20,164,271.6455271361649
EAO,12,20,165,271.64322934912207
EAO,12,20,166,271.64077530370946
EAO,12,20,167,271.63939626510364
RS-EAO,4,10,1,204.0130136634341
RS-EAO,4,10,2,178.53851290174634
RS-EAO,4,10,3,171.10438195790096
RS-EAO,4,10,4,148.71661589863078
RS-EAO,4,10,5,140.22841589334217
RS-EAO,4,10,6,136.2727554480657
RS-EAO,4,10,7,136.02177578785654
RS-EAO,4,10,8,132.2203190923853
RS-EAO,4,10,9,125.37020197142749
RS-EAO,4,10,10,117.70224734863706
RS-EAO,4,10,11,115.51006432124643
RS-EAO,4,10,12,115.51006432124643
RS-EAO,4,10,13,112.54675401655294
RS-EAO,4,10,14,106.82526366918881
RS-EAO,4,10,15,106.82526366918881
RS-EAO,4,10,16,100.76533092693359
RS-EAO,4,10,17,100.76533092693359
RS-EAO,4,10,18,100.52135096033942
RS-EAO,4,10,19,100.17333219198008
RS-EAO,4,10,20,96.11373154583885
RS-EAO,4,10,21,96.11373154583885
RS-EAO,4,10,22,90.65576358548435
RS-EAO,4,10,23,90.65576358548435
RS-EAO,4,10,24,89.4096842869647
RS-EAO,4,10,25,89.4096842869647
RS-EAO,4,10,26,87.16982077650187
RS-EAO,4,10,27,85.54754187642317
RS-EAO,4,10,28,84.54754187642317
RS-EAO,4,10,29,84.47877491847555
RS-EAO,4,10,30,84.47877491847555
RS-EAO,4,10,31,84.47877491847555
RS-EAO,4,10,32,84.22850903294022
RS-EAO,4,10,33,83.84994805853506
RS-EAO,4,10,34,83.84994805853506
RS-EAO,4,10,35,81.72326560287945
RS-EAO,4,10,36,81.72326560287945
RS-EAO,4,10,37,78.77327571356841
RS-EAO,4,10,38,77.79632087858238
RS-EAO,4,10,39,77.79632087858238
RS-EAO,4,10,40,77.79632087858238
RS-EAO,4,10,41,77.79632087858238
RS-EAO,4,10,42,77.79632087858238
RS-EAO,4,10,43,76.96585679985367
RS-EAO,4,10,44,76.96585679985367
RS-EAO,4,10,45,76.96585679985367
RS-EAO,4,10,46,76.96585679985367
RS-EAO,4,10,47,75.51744628705052
RS-EAO,4,10,48,75.51744628705052
RS-EAO,4,10,49,75.51744628705052
RS-EAO,4,10,50,75.51744628705052
RS-EAO,4,10,51,75.51744628705052
RS-EAO,4,10,52,75.51744628705052
RS-EAO,4,10,53,75.51744628705052
RS-EAO,4,10,54,71.99590166233565
RS-EAO,4,10,55,70.37295313341201
RS-EAO,4,10,56,70.37295313341201
RS-EAO,4,10,57,69.20890409873829
RS-EAO,4,10,58,67.1608218064946
RS-EAO,4,10,59,64.70402750943344
RS-EAO,4,10,60,64.70402750943344
RS-EAO,4,10,61,62.595457171555665
RS-EAO,4,10,62,62.595457171555665
RS-EAO,4,10,63,62.595457171555665
RS-EAO,4,10,64,62.595457171555665
RS-EAO,4,10,65,59.16586448062981
RS-EAO,4,10,66,59.16586448062981
RS-EAO,4,10,67,59.16586448062981
RS-EAO,4,10,68,59.16586448062981
RS-EAO,4,10,69,59.16586448062981
RS-EAO,4,10,70,59.16586448062981
RS-EAO,4,10,71,59.16586448062981
RS-EAO,4,10,72,55.69202068516432
RS-EAO,4,10,73,55.69202068516432
RS-EAO,4,10,74,55.69202068516432
RS-EAO,4,10,75,55.69202068516432
RS-EAO,4,10,76,55.69202068516432
RS-EAO,4,10,77,55.69202068516432
RS-EAO,4,10,78,54.410701949941085
RS-EAO,4,10,79,54.410701949941085
RS-EAO,4,10,80,54.410701949941085
RS-EAO,4,10,81,54.410701949941085
RS-EAO,4,10,82,53.31930254561894
RS-EAO,4,10,83,53.31930254561894
RS-EAO,4,10,84,53.31930254561894
RS-EAO,4,10,85,53.31930254561894
RS-EAO,4,10,86,53.31930254561894
RS-EAO,4,10,87,52.68071114794702
RS-EAO,4,10,88,52.68071114794702
RS-EAO,4,10,89,52.68071114794702
RS-EAO,4,10,90,52.68071114794702
RS-EAO,4,10,91,52.68071114794702
RS-EAO,4,10,92,52.68071114794702
RS-EAO,4,10,93,52.68071114794702
RS-EAO,4,10,94,52.68071114794702
RS-EAO,4,10,95,52.50212749250369
RS-EAO,4,10,96,51.17623762408249
RS-EAO,4,10,97,51.17623762408249
RS-EAO,4,10,98,51.17623762408249
RS-EAO,4,10,99,50.77144421761096
RS-EAO,4,10,100,50.77144421761096
RS-EAO,4,10,101,50.77144421761096
RS-EAO,4,10,102,50.77144421761096
RS-EAO,4,10,103,50.77144421761096
RS-EAO,4,10,104,49.37568393224785
RS-EAO,4,10,105,49.37568393224785
RS-EAO,4,10,106,49.37568393224785
RS-EAO,4,10,107,49.37568393224785
RS-EAO,4,10,108,49.37568393224785
RS-EAO,4,10,109,48.702673801545245
RS-EAO,4,10,110,48.702673801545245
RS-EAO,4,10,111,48.702673801545245
RS-EAO,4,10,112,48.702673801545245
RS-EAO,4,10,113,48.702673801545245
RS-EAO,4,10,114,48.702673801545245
RS-EAO,4,10,115,48.702673801545245
RS-EAO,4,10,116,48.702673801545245
RS-EAO,4,10,117,48.702673801545245
RS-EAO,4,10,118,48.552391824315066
RS-EAO,4,10,119,48.552391824315066
RS-EAO,4,10,120,48.552391824315066
RS-EAO,4,10,121,47.438084434776044
RS-EAO,4,10,122,47.438084434776044
RS-EAO,4,10,123,47.438084434776044
RS-EAO,4,10,124,47.438084434776044
RS-EAO,4,10,125,47.438084434776044
RS-EAO,4,10,126,46.0337645704289
RS-EAO,4,10,127,46.0337645704289
RS-EAO,4,10,128,46.0337645704289
RS-EAO,4,10,129,46.0337645704289
RS-EAO,4,10,130,46.0337645704289
RS-EAO,4,10,131,46.0337645704289
RS-EAO,4,10,132,46.0337645704289
RS-EAO,4,10,133,44.86701353954891
RS-EAO,4,10,134,44.86701353954891
RS-EAO,4,10,135,44.86701353954891
RS-EAO,4,10,136,44.86701353954891
RS-EAO,4,10,137,44.86701353954891
RS-EAO,4,10,138,44.86701353954891
RS-EAO,4,10,139,44.86701353954891
RS-EAO,4,10,140,44.86701353954891
RS-EAO,4,10,141,44.86701353954891
RS-EAO,4,10,142,44.86701353954891
RS-EAO,4,10,143,44.86701353954891
RS-EAO,4,10,144,44.86701353954891
RS-EAO,4,10,145,44.86701353954891
RS-EAO,4,10,146,44.86701353954891
RS-EAO,4,10,147,43.947363668877585
RS-EAO,4,10,148,43.947363668877585
RS-EAO,4,10,149,43.947363668877585
RS-EAO,4,10,150,43.650484901496725
RS-EAO,4,10,151,43.650484901496725
RS-EAO,4,10,152,43.650484901496725
RS-EAO,4,10,153,43.650484901496725
RS-EAO,4,10,154,43.52710343053434
RS-EAO,4,10,155,43.52710343053434
RS-EAO,4,10,156,42.5703058585338
RS-EAO,4,10,157,42.5703058585338
RS-EAO,4,10,158,42.5703058585338
RS-EAO,4,10,159,42.5703058585338
RS-EAO,4,10,160,42.5703058585338
RS-EAO,4,10,161,42.5703058585338
RS-EAO,4,10,162,42.5703058585338
RS-EAO,4,10,163,42.5703058585338
RS-EAO,4,10,164,42.5703058585338
RS-EAO,4,10,165,42.5703058585338
RS-EAO,4,10,166,41.279832371201564
RS-EAO,4,10,167,41.279832371201564
RS-EAO,4,20,1,539.4962340268162
RS-EAO,4,20,2,489.2980961196114
RS-EAO,4,20,3,432.47730064400105
RS-EAO,4,20,4,403.7371770135592
RS-EAO,4,20,5,384.7422110709781
RS-EAO,4,20,6,381.5963920788083
RS-EAO,4,20,7,380.0299968140441
RS-EAO,4,20,8,372.58144277375345
RS-EAO,4,20,9,368.73195233378397
RS-EAO,4,20,10,362.6964701557815
RS-EAO,4,20,11,361.5680033319974
RS-EAO,4,20,12,349.7281176315835
RS-EAO,4,20,13,342.3357015831782
RS-EAO,4,20,14,334.73444776205065
RS-EAO,4,20,15,334.3819586200651
RS-EAO,4,20,16,333.60657350817746
